onset	duration	trial_type	stim_file	prot1distance	stim_idx
2	5	2	0101000011.jpg	6	7
14	5	1	1101101111.jpg	2	4
26	5	1	0111011111.jpg	2	2
38	5	1	1111110011.jpg	2	1
50	5	2	0000001111.jpg	6	5
62	5	1	1010111111.jpg	2	3
74	5	2	1000100011.jpg	6	6
86	5	2	0010010011.jpg	6	8
98	5	1	1101101111.jpg	2	4
110	5	2	1000100011.jpg	6	6
122	5	2	0101000011.jpg	6	7
134	5	2	0010010011.jpg	6	8
146	5	1	1111110011.jpg	2	1
158	5	1	0111011111.jpg	2	2
170	5	1	1010111111.jpg	2	3
182	5	2	0000001111.jpg	6	5
194	5	1	0111011111.jpg	2	2
206	5	1	1101101111.jpg	2	4
218	5	2	0010010011.jpg	6	8
230	5	1	1010111111.jpg	2	3
242	5	2	0000001111.jpg	6	5
254	5	2	1000100011.jpg	6	6
266	5	1	1111110011.jpg	2	1
278	5	2	0101000011.jpg	6	7
