onset	duration	trial_type	stim_file	prot1distance	stim_idx
2	5	1	0010010011.jpg	2	4
14	5	2	1111110011.jpg	6	5
26	5	1	1000100011.jpg	2	2
38	5	2	1101101111.jpg	6	8
50	5	1	0101000011.jpg	2	3
62	5	2	1010111111.jpg	6	7
74	5	2	0111011111.jpg	6	6
86	5	1	0000001111.jpg	2	1
98	5	2	1010111111.jpg	6	7
110	5	1	1000100011.jpg	2	2
122	5	2	1111110011.jpg	6	5
134	5	1	0010010011.jpg	2	4
146	5	1	0101000011.jpg	2	3
158	5	1	0000001111.jpg	2	1
170	5	2	1101101111.jpg	6	8
182	5	2	0111011111.jpg	6	6
194	5	2	0111011111.jpg	6	6
206	5	2	1111110011.jpg	6	5
218	5	2	1010111111.jpg	6	7
230	5	2	1101101111.jpg	6	8
242	5	1	0000001111.jpg	2	1
254	5	1	0101000011.jpg	2	3
266	5	1	0010010011.jpg	2	4
278	5	1	1000100011.jpg	2	2
