onset	duration	trial_type	stim_file	prot1distance	stim_idx
2	5	1	1010111111.jpg	2	3
14	5	1	0111011111.jpg	2	2
26	5	2	1000100011.jpg	6	6
38	5	2	0000001111.jpg	6	5
50	5	2	0101000011.jpg	6	7
62	5	1	1101101111.jpg	2	4
74	5	1	1111110011.jpg	2	1
86	5	2	0010010011.jpg	6	8
98	5	1	1010111111.jpg	2	3
110	5	1	1101101111.jpg	2	4
122	5	2	1000100011.jpg	6	6
134	5	2	0000001111.jpg	6	5
146	5	2	0010010011.jpg	6	8
158	5	1	1111110011.jpg	2	1
170	5	2	0101000011.jpg	6	7
182	5	1	0111011111.jpg	2	2
194	5	2	1000100011.jpg	6	6
206	5	1	1111110011.jpg	2	1
218	5	1	1010111111.jpg	2	3
230	5	2	0010010011.jpg	6	8
242	5	2	0000001111.jpg	6	5
254	5	1	0111011111.jpg	2	2
266	5	2	0101000011.jpg	6	7
278	5	1	1101101111.jpg	2	4
